DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2005,100.0,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2006,100.3,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2007,98.7,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2008,98.8,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2009,95.7,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2010,100.7,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2011,97.5,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2012,97.7,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2013,99.8,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2014,95.8,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2015,98.6,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2016,101.1,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2017,102.5,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2018,101.0,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2019,102.0,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2020,94.3,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2021,100.4,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2022,95.6,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Austria,2023,91.9,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2005,100.0,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2006,98.8,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2007,95.7,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2008,99.8,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2009,96.8,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2010,104.0,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2011,96.2,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2012,97.0,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2013,99.7,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2014,92.9,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2015,97.6,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2016,98.3,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2017,97.4,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2018,98.2,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2019,96.2,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2020,90.3,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2021,97.2,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2022,90.2,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Belgium,2023,88.5,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2005,100.0,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2006,103.5,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2007,102.1,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2008,100.3,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2009,87.9,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2010,90.3,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2011,94.7,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2012,94.3,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2013,89.8,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2014,91.9,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2015,97.1,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2016,98.7,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2017,101.3,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2018,101.5,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2019,100.8,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2020,97.5,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2021,104.4,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2022,101.5,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Bulgaria,2023,98.1,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Cyprus,2005,100.0,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Cyprus,2006,101.7,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Cyprus,2007,105.1,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Cyprus,2008,107.7,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Cyprus,2009,105.8,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Cyprus,2010,105.2,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Cyprus,2011,104.8,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Cyprus,2012,96.5,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Cyprus,2013,88.3,,
ESTAT:SDG_07_11(1.0),09/01/25 23:00:00,Annual,"Index, 2005=100",Cyprus,2014,88.3,,
