DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2000,3.55,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2001,3.13,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2002,2.68,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2003,2.37,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2004,1.76,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2005,2.01,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2006,1.82,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2007,2.09,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2008,1.96,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2009,1.44,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2010,1.13,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2011,3.31,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2012,1.94,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2013,2.04,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2014,1.65,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2015,2.13,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2016,1.68,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2017,1.83,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2018,1.53,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2019,1.51,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2020,1.17,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2021,1.02,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Albania,2022,1.16,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2000,1.25,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2001,1.36,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2002,1.26,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2003,1.67,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2004,1.51,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2005,1.56,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2006,1.6,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2007,1.93,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2008,1.99,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2009,1.67,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2010,1.92,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2011,2.03,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2012,1.7,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2013,1.49,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2014,1.75,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2015,2.13,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2016,1.88,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2017,2.1,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2018,2.05,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2019,0.63,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2020,1.79,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2021,2,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Austria,2022,2.12,,
ESTAT:SDG_06_60(1.0),27/01/25 23:00:00,Annual,Percentage,Bosnia and Herzegovina,2000,0.43,,
