DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2000,2266,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2001,512,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2002,34,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2003,2814,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2004,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2005,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2006,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2007,2063,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2008,792,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2009,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2010,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2011,313,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2012,670,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2013,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2014,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2015,585,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2016,1,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2017,4757,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2018,32,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2019,396,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2020,662,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2021,4006,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2022,5417,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Albania,2023,45,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2000,4671,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2001,6203,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2002,2850,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2003,23665,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2004,1183,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2005,420,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2006,579,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2007,2880,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2008,25,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2009,75,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2010,1045,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2011,1133,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2012,2352,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2013,4,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2014,25,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2015,4521,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2016,125,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2017,2400,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2018,5785,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2019,1920,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2020,214,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2021,2203,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2022,7919,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Austria,2023,59,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2000,19178,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2001,110,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2002,281,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2003,20418,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2004,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2005,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2006,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2007,276,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2008,1,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2009,18,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2010,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2011,564,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2012,8291,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2013,640,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2014,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2015,625,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2016,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2017,2189,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2018,0,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2019,18,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2020,886,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2021,6338,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2022,24979,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Bosnia and Herzegovina,2023,590,,
ESTAT:SDG_15_42(1.0),07/11/24 11:00:00,Annual,Square kilometre,Belgium,2000,0,,
