DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Albania,2006,100.0,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Albania,2009,101.2,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Albania,2012,101.5,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Albania,2015,102.0,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Albania,2018,102.5,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Austria,2006,100.0,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Austria,2009,100.9,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Austria,2012,101.7,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Austria,2015,101.9,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Austria,2018,102.9,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Bosnia and Herzegovina,2006,100.0,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Bosnia and Herzegovina,2009,100.4,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Bosnia and Herzegovina,2012,101.0,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Bosnia and Herzegovina,2015,101.9,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Bosnia and Herzegovina,2018,102.7,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Belgium,2006,100.0,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Belgium,2009,100.8,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Belgium,2012,101.5,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Belgium,2015,101.9,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Belgium,2018,102.7,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Bulgaria,2006,100.0,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Bulgaria,2009,101.2,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Bulgaria,2012,101.7,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Bulgaria,2015,102.3,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Bulgaria,2018,103.0,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Switzerland,2006,100.0,,
ESTAT:SDG_11_32(1.0),11/06/24 23:00:00,Annual,"Index, 2006=100",Switzerland,2009,101.7,,
