unit,country,year,value
"Index, 2005=100",Austria,2005,100.0
"Index, 2005=100",Austria,2006,99.7
"Index, 2005=100",Austria,2007,98.4
"Index, 2005=100",Austria,2008,99.2
"Index, 2005=100",Austria,2009,93.7
"Index, 2005=100",Austria,2010,100.5
"Index, 2005=100",Austria,2011,97.7
"Index, 2005=100",Austria,2012,96.8
"Index, 2005=100",Austria,2013,98.1
"Index, 2005=100",Austria,2014,94.2
"Index, 2005=100",Austria,2015,96.8
"Index, 2005=100",Austria,2016,98.0
"Index, 2005=100",Austria,2017,100.3
"Index, 2005=100",Austria,2018,97.3
"Index, 2005=100",Austria,2019,98.7
"Index, 2005=100",Austria,2020,91.3
"Index, 2005=100",Austria,2021,96.7
"Index, 2005=100",Austria,2022,92.7
"Index, 2005=100",Austria,2023,89.7
"Index, 2005=100",Belgium,2005,100.0
"Index, 2005=100",Belgium,2006,99.7
"Index, 2005=100",Belgium,2007,97.6
"Index, 2005=100",Belgium,2008,99.2
"Index, 2005=100",Belgium,2009,97.0
"Index, 2005=100",Belgium,2010,103.4
"Index, 2005=100",Belgium,2011,95.9
"Index, 2005=100",Belgium,2012,91.2
"Index, 2005=100",Belgium,2013,94.2
"Index, 2005=100",Belgium,2014,87.6
"Index, 2005=100",Belgium,2015,88.4
"Index, 2005=100",Belgium,2016,93.9
"Index, 2005=100",Belgium,2017,93.9
"Index, 2005=100",Belgium,2018,90.0
"Index, 2005=100",Belgium,2019,93.8
"Index, 2005=100",Belgium,2020,84.9
"Index, 2005=100",Belgium,2021,94.4
"Index, 2005=100",Belgium,2022,87.6
"Index, 2005=100",Belgium,2023,81.5
"Index, 2005=100",Bulgaria,2005,100.0
"Index, 2005=100",Bulgaria,2006,103.3
"Index, 2005=100",Bulgaria,2007,101.6
"Index, 2005=100",Bulgaria,2008,99.0
"Index, 2005=100",Bulgaria,2009,88.0
"Index, 2005=100",Bulgaria,2010,90.6
"Index, 2005=100",Bulgaria,2011,96.7
"Index, 2005=100",Bulgaria,2012,92.8
"Index, 2005=100",Bulgaria,2013,85.9
"Index, 2005=100",Bulgaria,2014,89.8
"Index, 2005=100",Bulgaria,2015,93.5
"Index, 2005=100",Bulgaria,2016,91.9
"Index, 2005=100",Bulgaria,2017,95.4
"Index, 2005=100",Bulgaria,2018,94.9
"Index, 2005=100",Bulgaria,2019,93.9
"Index, 2005=100",Bulgaria,2020,88.8
"Index, 2005=100",Bulgaria,2021,96.6
"Index, 2005=100",Bulgaria,2022,98.6
"Index, 2005=100",Bulgaria,2023,86.3
"Index, 2005=100",Cyprus,2005,100.0
"Index, 2005=100",Cyprus,2006,104.0
"Index, 2005=100",Cyprus,2007,109.2
"Index, 2005=100",Cyprus,2008,115.2
"Index, 2005=100",Cyprus,2009,111.9
"Index, 2005=100",Cyprus,2010,108.0
"Index, 2005=100",Cyprus,2011,106.9
"Index, 2005=100",Cyprus,2012,101.0
"Index, 2005=100",Cyprus,2013,87.9
"Index, 2005=100",Cyprus,2014,89.7
"Index, 2005=100",Cyprus,2015,91.9
"Index, 2005=100",Cyprus,2016,98.0
"Index, 2005=100",Cyprus,2017,102.3
"Index, 2005=100",Cyprus,2018,102.9
"Index, 2005=100",Cyprus,2019,102.4
"Index, 2005=100",Cyprus,2020,88.8
"Index, 2005=100",Cyprus,2021,93.4
"Index, 2005=100",Cyprus,2022,100.3
"Index, 2005=100",Cyprus,2023,101.7
"Index, 2005=100",Czechia,2005,100.0
"Index, 2005=100",Czechia,2006,102.3
"Index, 2005=100",Czechia,2007,102.7
"Index, 2005=100",Czechia,2008,100.0
"Index, 2005=100",Czechia,2009,94.5
"Index, 2005=100",Czechia,2010,100.1
"Index, 2005=100",Czechia,2011,96.1
"Index, 2005=100",Czechia,2012,95.0
"Index, 2005=100",Czechia,2013,95.7
"Index, 2005=100",Czechia,2014,91.7
"Index, 2005=100",Czechia,2015,92.8
"Index, 2005=100",Czechia,2016,93.5
"Index, 2005=100",Czechia,2017,94.9
"Index, 2005=100",Czechia,2018,95.2
"Index, 2005=100",Czechia,2019,93.5
"Index, 2005=100",Czechia,2020,88.4
"Index, 2005=100",Czechia,2021,93.0
"Index, 2005=100",Czechia,2022,90.8
"Index, 2005=100",Czechia,2023,83.5
"Index, 2005=100",Germany,2005,100.0
"Index, 2005=100",Germany,2006,103.5
"Index, 2005=100",Germany,2007,98.2
"Index, 2005=100",Germany,2008,99.7
"Index, 2005=100",Germany,2009,93.3
"Index, 2005=100",Germany,2010,98.0
"Index, 2005=100",Germany,2011,92.6
"Index, 2005=100",Germany,2012,93.6
"Index, 2005=100",Germany,2013,95.9
"Index, 2005=100",Germany,2014,91.3
"Index, 2005=100",Germany,2015,92.0
"Index, 2005=100",Germany,2016,92.5
"Index, 2005=100",Germany,2017,92.7
"Index, 2005=100",Germany,2018,90.8
"Index, 2005=100",Germany,2019,88.7
"Index, 2005=100",Germany,2020,81.5
"Index, 2005=100",Germany,2021,84.4
"Index, 2005=100",Germany,2022,81.2
"Index, 2005=100",Germany,2023,74.3
"Index, 2005=100",Denmark,2005,100.0
"Index, 2005=100",Denmark,2006,107.2
"Index, 2005=100",Denmark,2007,104.7
"Index, 2005=100",Denmark,2008,102.1
"Index, 2005=100",Denmark,2009,98.0
"Index, 2005=100",Denmark,2010,102.5
"Index, 2005=100",Denmark,2011,95.2
"Index, 2005=100",Denmark,2012,91.2
"Index, 2005=100",Denmark,2013,91.7
"Index, 2005=100",Denmark,2014,87.0
"Index, 2005=100",Denmark,2015,86.5
"Index, 2005=100",Denmark,2016,88.9
"Index, 2005=100",Denmark,2017,89.5
"Index, 2005=100",Denmark,2018,89.5
"Index, 2005=100",Denmark,2019,86.8
"Index, 2005=100",Denmark,2020,79.6
"Index, 2005=100",Denmark,2021,84.0
"Index, 2005=100",Denmark,2022,80.8
"Index, 2005=100",Denmark,2023,79.0
"Index, 2005=100",Estonia,2005,100.0
"Index, 2005=100",Estonia,2006,98.9
"Index, 2005=100",Estonia,2007,116.5
"Index, 2005=100",Estonia,2008,101.8
"Index, 2005=100",Estonia,2009,81.9
"Index, 2005=100",Estonia,2010,110.5
"Index, 2005=100",Estonia,2011,107.7
"Index, 2005=100",Estonia,2012,98.5
"Index, 2005=100",Estonia,2013,108.4
"Index, 2005=100",Estonia,2014,103.8
"Index, 2005=100",Estonia,2015,90.1
"Index, 2005=100",Estonia,2016,112.8
"Index, 2005=100",Estonia,2017,109.4
"Index, 2005=100",Estonia,2018,106.0
"Index, 2005=100",Estonia,2019,90.8
"Index, 2005=100",Estonia,2020,81.8
"Index, 2005=100",Estonia,2021,84.3
"Index, 2005=100",Estonia,2022,89.5
"Index, 2005=100",Estonia,2023,77.9
"Index, 2005=100",Greece,2005,100.0
"Index, 2005=100",Greece,2006,99.9
"Index, 2005=100",Greece,2007,100.1
"Index, 2005=100",Greece,2008,100.6
"Index, 2005=100",Greece,2009,97.2
"Index, 2005=100",Greece,2010,89.9
"Index, 2005=100",Greece,2011,88.0
"Index, 2005=100",Greece,2012,87.6
"Index, 2005=100",Greece,2013,77.3
"Index, 2005=100",Greece,2014,76.9
"Index, 2005=100",Greece,2015,77.2
"Index, 2005=100",Greece,2016,76.1
"Index, 2005=100",Greece,2017,76.7
"Index, 2005=100",Greece,2018,74.6
"Index, 2005=100",Greece,2019,73.6
"Index, 2005=100",Greece,2020,63.5
"Index, 2005=100",Greece,2021,67.1
"Index, 2005=100",Greece,2022,69.1
"Index, 2005=100",Greece,2023,65.6
"Index, 2005=100",Spain,2005,100.0
"Index, 2005=100",Spain,2006,100.4
"Index, 2005=100",Spain,2007,102.1
"Index, 2005=100",Spain,2008,98.4
"Index, 2005=100",Spain,2009,90.4
"Index, 2005=100",Spain,2010,90.4
"Index, 2005=100",Spain,2011,90.2
"Index, 2005=100",Spain,2012,90.4
"Index, 2005=100",Spain,2013,85.0
"Index, 2005=100",Spain,2014,83.7
"Index, 2005=100",Spain,2015,86.9
"Index, 2005=100",Spain,2016,87.1
"Index, 2005=100",Spain,2017,91.8
"Index, 2005=100",Spain,2018,91.4
"Index, 2005=100",Spain,2019,88.7
"Index, 2005=100",Spain,2020,77.2
"Index, 2005=100",Spain,2021,81.9
"Index, 2005=100",Spain,2022,83.5
"Index, 2005=100",Spain,2023,80.9
"Index, 2005=100",European Union - 27 countries (from 2020),2005,100.0
"Index, 2005=100",European Union - 27 countries (from 2020),2006,100.9
"Index, 2005=100",European Union - 27 countries (from 2020),2007,99.5
"Index, 2005=100",European Union - 27 countries (from 2020),2008,99.4
"Index, 2005=100",European Union - 27 countries (from 2020),2009,93.7
"Index, 2005=100",European Union - 27 countries (from 2020),2010,97.4
"Index, 2005=100",European Union - 27 countries (from 2020),2011,94.3
"Index, 2005=100",European Union - 27 countries (from 2020),2012,93.3
"Index, 2005=100",European Union - 27 countries (from 2020),2013,92.5
"Index, 2005=100",European Union - 27 countries (from 2020),2014,88.9
"Index, 2005=100",European Union - 27 countries (from 2020),2015,90.4
"Index, 2005=100",European Union - 27 countries (from 2020),2016,91.1
"Index, 2005=100",European Union - 27 countries (from 2020),2017,92.5
"Index, 2005=100",European Union - 27 countries (from 2020),2018,92.0
"Index, 2005=100",European Union - 27 countries (from 2020),2019,90.4
"Index, 2005=100",European Union - 27 countries (from 2020),2020,82.5
"Index, 2005=100",European Union - 27 countries (from 2020),2021,87.7
"Index, 2005=100",European Union - 27 countries (from 2020),2022,84.1
"Index, 2005=100",European Union - 27 countries (from 2020),2023,80.8
"Index, 2005=100",Finland,2005,100.0
"Index, 2005=100",Finland,2006,109.3
"Index, 2005=100",Finland,2007,107.4
"Index, 2005=100",Finland,2008,102.9
"Index, 2005=100",Finland,2009,96.4
"Index, 2005=100",Finland,2010,105.6
"Index, 2005=100",Finland,2011,101.9
"Index, 2005=100",Finland,2012,98.3
"Index, 2005=100",Finland,2013,95.3
"Index, 2005=100",Finland,2014,97.4
"Index, 2005=100",Finland,2015,93.0
"Index, 2005=100",Finland,2016,96.1
"Index, 2005=100",Finland,2017,95.9
"Index, 2005=100",Finland,2018,97.8
"Index, 2005=100",Finland,2019,95.6
"Index, 2005=100",Finland,2020,89.2
"Index, 2005=100",Finland,2021,93.9
"Index, 2005=100",Finland,2022,90.0
"Index, 2005=100",Finland,2023,93.4
"Index, 2005=100",France,2005,100.0
"Index, 2005=100",France,2006,98.2
"Index, 2005=100",France,2007,96.9
"Index, 2005=100",France,2008,97.9
"Index, 2005=100",France,2009,94.4
"Index, 2005=100",France,2010,97.5
"Index, 2005=100",France,2011,95.5
"Index, 2005=100",France,2012,95.5
"Index, 2005=100",France,2013,96.0
"Index, 2005=100",France,2014,92.0
"Index, 2005=100",France,2015,93.7
"Index, 2005=100",France,2016,92.0
"Index, 2005=100",France,2017,91.7
"Index, 2005=100",France,2018,91.6
"Index, 2005=100",France,2019,90.3
"Index, 2005=100",France,2020,79.7
"Index, 2005=100",France,2021,86.2
"Index, 2005=100",France,2022,78.9
"Index, 2005=100",France,2023,80.3
